"Customer_id","unique_identifier"
"C248510","8510"
"C732384","2384"
"C121299","1299"
"C289495","9495"
"C193824","3824"
"C184882","4882"
"C521673","1673"
"C240389","0389"
"C139077","9077"
"C222159","2159"
"C325158","5158"
"C120095","0095"
"C130462","0462"
"C322195","2195"
"C189364","9364"
"C150584","0584"
"C275695","5695"
"C241238","1238"
"C121380","1380"
"C285797","5797"
"C174330","4330"
"C270543","0543"
"C512978","2978"
"C812425","2425"
"C251062","1062"
"C283983","3983"
"C270797","0797"
"C266724","6724"
"C252265","2265"
"C206253","6253"
"C207573","7573"
"C795627","5627"
"C288298","8298"
"C270726","0726"
"C829423","9423"
"C111251","1251"
"C269506","9506"
"C324708","4708"
"C103877","3877"
"C132270","2270"
"C190709","0709"
"C791362","1362"
"C132400","2400"
"C249906","9906"
"C129846","9846"
"C288597","8597"
"C306266","6266"
"C199858","9858"
"C280853","0853"
"C326699","6699"
"C282894","2894"
"C131599","1599"
"C236711","6711"
"C118689","8689"
"C194063","4063"
"C177823","7823"
"C126647","6647"
"C278752","8752"
"C102607","2607"
"C808112","8112"
"C478668","8668"
"C678680","8680"
"C333988","3988"
"C110568","0568"
"C314993","4993"
"C211763","1763"
"C281244","1244"
"C240916","0916"
"C108007","8007"
"C158827","8827"
"C253252","3252"
"C242798","2798"
"C293612","3612"
"C352919","2919"
"C261635","1635"
"C316806","6806"
"C272133","2133"
"C480735","0735"
"C832397","2397"
"C230270","0270"
"C307870","7870"
"C294623","4623"
"C205178","5178"
"C264585","4585"
"C305734","5734"
"C251005","1005"
"C136395","6395"
"C238833","8833"
"C993876","3876"
"C618730","8730"
"C327796","7796"
"C304326","4326"
"C467287","7287"
"C339114","9114"
"C299514","9514"
"C210060","0060"
"C254397","4397"
"C185502","5502"
"C310676","0676"
"C709824","9824"
"C162162","2162"
"C108465","8465"
"C177475","7475"
"C502572","2572"
"C337111","7111"
"C243037","3037"
"C335904","5904"
"C280866","0866"
"C295880","5880"
"C245681","5681"
"C316015","6015"
"C201036","1036"
"C136714","6714"
"C311482","1482"
"C122157","2157"
"C369937","9937"
"C228472","8472"
"C162397","2397"
"C126598","6598"
"C187110","7110"
"C110267","0267"
"C200881","0881"
"C299443","9443"
"C582235","2235"
"C271297","1297"
"C307855","7855"
"C170711","0711"
"C101897","1897"
"C334601","4601"
"C189027","9027"
"C787279","7279"
"C284961","4961"
"C257213","7213"
"C261165","1165"
"C215484","5484"
"C176802","6802"
"C104728","4728"
"C182320","2320"
"C142061","2061"
"C119219","9219"
"C507725","7725"
"C133603","3603"
"C297669","7669"
"C324332","4332"
"C986930","6930"
"C738384","8384"
"C283898","3898"
"C237664","7664"
"C273853","3853"
"C832533","2533"
"C121797","1797"
"C135306","5306"
"C526385","6385"
"C247589","7589"
"C301181","1181"
"C195405","5405"
"C765432","5432"
"C184300","4300"
"C329000","9000"
"C478916","8916"
"C327954","7954"
"C323574","3574"
"C213981","3981"
"C682406","2406"
"C496393","6393"
"C336846","6846"
"C276122","6122"
"C894269","4269"
"C251281","1281"
"C100322","0322"
"C287850","7850"
"C330941","0941"
"C286611","6611"
"C283849","3849"
"C121156","1156"
"C115898","5898"
"C142672","2672"
"C234140","4140"
"C216013","6013"
"C878345","8345"
"C306089","6089"
"C253346","3346"
"C279849","9849"
"C197901","7901"
"C160452","0452"
"C463587","3587"
"C290609","0609"
"C275199","5199"
"C272918","2918"
"C968730","8730"
"C103888","3888"
"C828471","8471"
"C222728","2728"
"C535999","5999"
"C229071","9071"
"C524104","4104"
"C336350","6350"
"C137153","7153"
"C304748","4748"
"C403561","3561"
"C135204","5204"
"C997987","7987"
"C215196","5196"
"C493406","3406"
"C287764","7764"
"C179057","9057"
"C191032","1032"
"C245745","5745"
"C218079","8079"
"C295505","5505"
"C949760","9760"
"C290632","0632"
"C622329","2329"
"C122254","2254"
"C345828","5828"
"C126100","6100"
"C335595","5595"
"C249993","9993"
"C259107","9107"
"C140290","0290"
"C264545","4545"
"C173388","3388"
"C921087","1087"
"C143595","3595"
"C484681","4681"
"C102515","2515"
"C265780","5780"
"C137362","7362"
"C811884","1884"
"C191489","1489"
"C160706","0706"
"C273323","3323"
"C202633","2633"
"C327137","7137"
"C437904","7904"
"C314945","4945"
"C138767","8767"
"C817202","7202"
"C304924","4924"
"C615393","5393"
"C424443","4443"
"C181284","1284"
"C271031","1031"
"C264819","4819"
"C838623","8623"
"C853154","3154"
"C206443","6443"
"C227232","7232"
"C121211","1211"
"C219393","9393"
"C239813","9813"
"C177500","7500"
"C661696","1696"
"C320610","0610"
"C632622","2622"
"C399332","9332"
"C255079","5079"
"C179024","9024"
"C212643","2643"
"C198219","8219"
"C128031","8031"
"C272792","2792"
"C991037","1037"
"C536552","6552"
"C330584","0584"
"C137689","7689"
"C190938","0938"
"C338765","8765"
"C507408","7408"
"C267019","7019"
"C267120","7120"
"C667578","7578"
"C106775","6775"
"C287934","7934"
"C297260","7260"
"C144442","4442"
"C952467","2467"
"C902190","2190"
"C900938","0938"
"C807718","7718"
"C117351","7351"
"C319412","9412"
"C176063","6063"
"C318000","8000"
"C251944","1944"
"C133974","3974"
"C545894","5894"
"C809737","9737"
"C337177","7177"
"C241751","1751"
"C205552","5552"
"C113670","3670"
"C190639","0639"
"C259706","9706"
"C205210","5210"
"C146801","6801"
"C138609","8609"
"C548682","8682"
"C324512","4512"
"C206743","6743"
"C201015","1015"
"C945285","5285"
"C278450","8450"
"C223291","3291"
"C737656","7656"
"C262982","2982"
"C210635","0635"
"C311790","1790"
"C665061","5061"
"C135091","5091"
"C144529","4529"
"C987573","7573"
"C215627","5627"
"C146616","6616"
"C986474","6474"
"C254306","4306"
"C150500","0500"
"C309080","9080"
"C173979","3979"
"C273813","3813"
"C278554","8554"
"C162000","2000"
"C278199","8199"
"C291265","1265"
"C113448","3448"
"C803795","3795"
"C155210","5210"
"C275098","5098"
"C131953","1953"
"C156014","6014"
"C333570","3570"
"C301224","1224"
"C144326","4326"
"C561708","1708"
"C950205","0205"
"C729841","9841"
"C487444","7444"
"C619079","9079"
"C163670","3670"
"C109632","9632"
"C446782","6782"
"C198366","8366"
"C835319","5319"
"C262657","2657"
"C270949","0949"
"C266796","6796"
"C200095","0095"
"C223540","3540"
"C257256","7256"
"C537349","7349"
"C248081","8081"
"C172552","2552"
"C501134","1134"
"C119113","9113"
"C164167","4167"
"C805279","5279"
"C230231","0231"
"C207397","7397"
"C151392","1392"
"C124369","4369"
"C140342","0342"
"C799624","9624"
"C272287","2287"
"C778404","8404"
"C193054","3054"
"C186129","6129"
"C141612","1612"
"C124239","4239"
"C219684","9684"
"C206542","6542"
"C880467","0467"
"C314543","4543"
"C145966","5966"
"C163870","3870"
"C127631","7631"
"C525444","5444"
"C333346","3346"
"C330332","0332"
"C269884","9884"
"C311621","1621"
"C137747","7747"
"C103541","3541"
"C228567","8567"
"C214448","4448"
"C134704","4704"
"C615661","5661"
"C812062","2062"
"C194794","4794"
"C118461","8461"
"C304169","4169"
"C103331","3331"
"C226800","6800"
"C264632","4632"
"C663736","3736"
"C217803","7803"
"C310336","0336"
"C407728","7728"
"C294039","4039"
"C253498","3498"
"C204897","4897"
"C472457","2457"
"C322136","2136"
"C683273","3273"
"C269638","9638"
"C833483","3483"
"C335161","5161"
"C569118","9118"
"C131579","1579"
"C212937","2937"
"C102366","2366"
"C332750","2750"
"C220564","0564"
"C148324","8324"
"C177936","7936"
"C218800","8800"
"C151866","1866"
"C243702","3702"
"C259650","9650"
"C272944","2944"
"C320849","0849"
"C885441","5441"
"C136012","6012"
"C185439","5439"
"C953085","3085"
"C335983","5983"
"C763024","3024"
"C280789","0789"
"C922102","2102"
"C509914","9914"
"C188914","8914"
"C474668","4668"
"C939222","9222"
"C288044","8044"
"C324253","4253"
"C113568","3568"
"C261361","1361"
"C105991","5991"
"C124871","4871"
"C269066","9066"
"C338582","8582"
"C171807","1807"
"C170116","0116"
"C150398","0398"
"C316666","6666"
"C260482","0482"
"C280631","0631"
"C178926","8926"
"C216627","6627"
"C122346","2346"
"C170298","0298"
"C891375","1375"
"C236106","6106"
"C310834","0834"
"C168396","8396"
"C204840","4840"
"C166304","6304"
"C338587","8587"
"C125428","5428"
"C332667","2667"
"C114437","4437"
"C136166","6166"
"C209262","9262"
"C806835","6835"
"C230911","0911"
"C149490","9490"
"C806853","6853"
"C337392","7392"
"C485094","5094"
"C244132","4132"
"C192971","2971"
"C207762","7762"
"C334455","4455"
"C148239","8239"
"C223564","3564"
"C129923","9923"
"C202930","2930"
"C195722","5722"
"C144525","4525"
"C298559","8559"
"C343562","3562"
"C218950","8950"
"C244226","4226"
"C194522","4522"
"C180570","0570"
"C337518","7518"
"C295018","5018"
"C102500","2500"
"C338665","8665"
"C410490","0490"
"C285818","5818"
"C250291","0291"
"C121874","1874"
"C177955","7955"
"C110428","0428"
"C164655","4655"
"C963729","3729"
"C926815","6815"
"C654762","4762"
"C143877","3877"
"C134690","4690"
"C119504","9504"
"C392733","2733"
"C810843","0843"
"C302944","2944"
"C654510","4510"
"C147637","7637"
"C109732","9732"
"C886341","6341"
"C173218","3218"
"C318891","8891"
"C329993","9993"
"C135162","5162"
"C114698","4698"
"C329316","9316"
"C317574","7574"
"C163154","3154"
"C313513","3513"
"C123703","3703"
"C554216","4216"
"C358151","8151"
"C320089","0089"
"C234801","4801"
"C709549","9549"
"C299649","9649"
"C112624","2624"
"C248945","8945"
"C271336","1336"
"C156390","6390"
"C302047","2047"
"C112982","2982"
"C328471","8471"
"C201061","1061"
"C317277","7277"
"C231573","1573"
"C959079","9079"
"C756132","6132"
"C208165","8165"
"C101327","1327"
"C655483","5483"
"C110520","0520"
"C266148","6148"
"C187899","7899"
"C137343","7343"
"C670220","0220"
"C476444","6444"
"C148432","8432"
"C627455","7455"
"C323685","3685"
"C835531","5531"
"C200367","0367"
"C397797","7797"
"C124321","4321"
"C281501","1501"
"C198208","8208"
"C100706","0706"
"C186458","6458"
"C296028","6028"
"C161632","1632"
"C199461","9461"
"C247699","7699"
"C313026","3026"
"C895213","5213"
"C155599","5599"
"C114989","4989"
"C192683","2683"
"C723406","3406"
"C769958","9958"
"C138372","8372"
"C137037","7037"
"C201012","1012"
"C353878","3878"
"C189693","9693"
"C272422","2422"
"C217169","7169"
"C583876","3876"
"C100349","0349"
"C132418","2418"
"C227568","7568"
"C298046","8046"
"C117500","7500"
"C229467","9467"
"C274153","4153"
"C669267","9267"
"C523315","3315"
"C334714","4714"
"C297518","7518"
"C263596","3596"
"C184678","4678"
"C356491","6491"
"C278657","8657"
"C258369","8369"
"C495855","5855"
"C284032","4032"
"C182431","2431"
"C703990","3990"
"C309128","9128"
"C210733","0733"
"C277225","7225"
"C209486","9486"
"C104961","4961"
"C217233","7233"
"C270041","0041"
"C116808","6808"
"C218301","8301"
"C133580","3580"
"C197638","7638"
"C119475","9475"
"C548172","8172"
"C192387","2387"
"C158436","8436"
"C317367","7367"
"C688654","8654"
"C263536","3536"
"C293708","3708"
"C464765","4765"
"C176271","6271"
"C161748","1748"
"C172036","2036"
"C143991","3991"
"C210696","0696"
"C207436","7436"
"C229666","9666"
"C183541","3541"
"C777185","7185"
"C314282","4282"
"C183159","3159"
"C196894","6894"
"C910189","0189"
"C331357","1357"
"C147066","7066"
"C291669","1669"
"C762856","2856"
"C762278","2278"
"C119106","9106"
"C253472","3472"
"C168247","8247"
"C763301","3301"
"C169805","9805"
"C239708","9708"
"C108358","8358"
"C544777","4777"
"C178461","8461"
"C306630","6630"
"C238205","8205"
"C199389","9389"
"C240796","0796"
"C224984","4984"
"C490589","0589"
"C165839","5839"
"C908127","8127"
"C133574","3574"
"C271559","1559"
"C251041","1041"
"C327607","7607"
"C294112","4112"
"C158025","8025"
"C303260","3260"
"C116690","6690"
"C124464","4464"
"C154642","4642"
"C183338","3338"
"C206338","6338"
"C231563","1563"
"C276235","6235"
"C297466","7466"
"C325654","5654"
"C258085","8085"
"C327021","7021"
"C306169","6169"
"C339398","9398"
"C216077","6077"
"C236866","6866"
"C309832","9832"
"C250471","0471"
"C737472","7472"
"C130034","0034"
"C140854","0854"
"C218187","8187"
"C158981","8981"
"C138689","8689"
"C836040","6040"
"C331096","1096"
"C626142","6142"
"C665638","5638"
"C115638","5638"
"C326467","6467"
"C383440","3440"
"C121944","1944"
"C239069","9069"
"C193795","3795"
"C908588","8588"
"C454329","4329"
"C126971","6971"
"C138718","8718"
"C267677","7677"
"C482851","2851"
"C146355","6355"
"C142952","2952"
"C247150","7150"
"C279664","9664"
"C170853","0853"
"C234683","4683"
"C225135","5135"
"C221921","1921"
"C157328","7328"
"C145169","5169"
"C280712","0712"
"C702086","2086"
"C256829","6829"
"C203551","3551"
"C249617","9617"
"C170583","0583"
"C813653","3653"
"C239200","9200"
"C854603","4603"
"C253733","3733"
"C271492","1492"
"C327199","7199"
"C282616","2616"
"C967744","7744"
"C764189","4189"
"C330674","0674"
"C375545","5545"
"C223235","3235"
"C855626","5626"
"C551340","1340"
"C262377","2377"
"C213864","3864"
"C162539","2539"
"C132636","2636"
"C230747","0747"
"C272756","2756"
"C201284","1284"
"C168091","8091"
"C356121","6121"
"C188700","8700"
"C284233","4233"
"C312025","2025"
"C226870","6870"
"C286480","6480"
"C786171","6171"
"C328695","8695"
"C603796","3796"
"C931477","1477"
"C281041","1041"
"C244362","4362"
"C260873","0873"
"C136970","6970"
"C146328","6328"
"C268860","8860"
"C331122","1122"
"C253446","3446"
"C686916","6916"
"C250670","0670"
"C306755","6755"
"C122932","2932"
"C396914","6914"
"C279326","9326"
"C189330","9330"
"C505710","5710"
"C144169","4169"
"C188497","8497"
"C202511","2511"
"C223000","3000"
"C820440","0440"
"C128659","8659"
"C158701","8701"
"C221578","1578"
"C302238","2238"
"C190462","0462"
"C258999","8999"
"C181157","1157"
"C144206","4206"
"C230327","0327"
"C268585","8585"
"C109748","9748"
"C444321","4321"
"C442069","2069"
"C224574","4574"
"C239689","9689"
"C168940","8940"
"C152461","2461"
"C336729","6729"
"C221310","1310"
"C660237","0237"
"C217501","7501"
"C296402","6402"
"C346876","6876"
"C741876","1876"
"C328794","8794"
"C314718","4718"
"C193094","3094"
"C675075","5075"
"C104942","4942"
"C194351","4351"
"C120739","0739"
"C316151","6151"
"C151896","1896"
"C268234","8234"
"C149085","9085"
"C365166","5166"
"C284314","4314"
"C238897","8897"
"C199490","9490"
"C332361","2361"
"C139574","9574"
"C286502","6502"
"C176815","6815"
"C206491","6491"
"C186905","6905"
"C142816","2816"
"C760803","0803"
"C298261","8261"
"C260142","0142"
"C146510","6510"
"C442944","2944"
"C137468","7468"
"C708510","8510"
"C121526","1526"
"C296713","6713"
"C966142","6142"
"C105860","5860"
"C130755","0755"
"C142151","2151"
"C184418","4418"
"C142039","2039"
"C225328","5328"
"C323041","3041"
"C269392","9392"
"C268128","8128"
"C113306","3306"
"C335564","5564"
"C159916","9916"
"C210958","0958"
"C145651","5651"
"C225218","5218"
"C559473","9473"
"C197329","7329"
"C168612","8612"
"C294849","4849"
"C433955","3955"
"C194404","4404"
"C324895","4895"
"C663082","3082"
"C165612","5612"
"C305472","5472"
"C219598","9598"
"C220825","0825"
"C288811","8811"
"C619978","9978"
"C946714","6714"
"C183247","3247"
"C151977","1977"
"C256457","6457"
"C609891","9891"
"C216338","6338"
"C173844","3844"
"C121918","1918"
"C272347","2347"
"C143869","3869"
"C324225","4225"
"C263964","3964"
"C366100","6100"
"C252886","2886"
"C104579","4579"
"C258159","8159"
"C829141","9141"
"C744298","4298"
"C248298","8298"
"C265738","5738"
"C186156","6156"
"C561510","1510"
"C187282","7282"
"C256301","6301"
"C331851","1851"
"C113968","3968"
"C304532","4532"
"C312824","2824"
"C303567","3567"
"C542030","2030"
"C338429","8429"
"C882930","2930"
"C166361","6361"
"C762311","2311"
"C934057","4057"
"C219026","9026"
"C176423","6423"
"C959371","9371"
"C147798","7798"
"C158561","8561"
"C275965","5965"
"C192147","2147"
"C261553","1553"
"C326377","6377"
"C148855","8855"
"C338164","8164"
"C191166","1166"
"C220662","0662"
"C252556","2556"
"C324858","4858"
"C446613","6613"
"C944530","4530"
"C198238","8238"
"C339809","9809"
"C334784","4784"
"C199966","9966"
"C794693","4693"
"C254011","4011"
"C180664","0664"
"C320054","0054"
"C167282","7282"
"C118832","8832"
"C300691","0691"
"C131325","1325"
"C219592","9592"
"C767241","7241"
"C129167","9167"
"C234928","4928"
"C196309","6309"
"C285871","5871"
"C304403","4403"
"C207302","7302"
"C155309","5309"
"C189834","9834"
"C121594","1594"
"C334060","4060"
"C126853","6853"
"C471387","1387"
"C108902","8902"
"C276326","6326"
"C217733","7733"
"C193103","3103"
"C404855","4855"
"C279285","9285"
"C292595","2595"
"C371511","1511"
"C791336","1336"
"C568884","8884"
"C318975","8975"
"C173575","3575"
"C260468","0468"
"C206217","6217"
"C238864","8864"
"C238847","8847"
"C683083","3083"
"C407419","7419"
"C429211","9211"
"C181552","1552"
"C889949","9949"
"C923347","3347"
"C267136","7136"
"C265374","5374"
"C277066","7066"
"C109531","9531"
"C158525","8525"
"C101401","1401"
"C323675","3675"
"C150811","0811"
"C855253","5253"
"C336096","6096"
"C198971","8971"
"C266009","6009"
"C167015","7015"
"C138381","8381"
"C262534","2534"
"C270169","0169"
"C644780","4780"
"C755084","5084"
"C251928","1928"
"C333717","3717"
"C654133","4133"
"C333554","3554"
"C324910","4910"
"C162039","2039"
"C306235","6235"
"C146220","6220"
"C204431","4431"
"C220809","0809"
"C286601","6601"
"C290693","0693"
"C310981","0981"
"C128331","8331"
"C145731","5731"
"C170535","0535"
"C134246","4246"
"C193044","3044"
"C157510","7510"
"C165727","5727"
"C790404","0404"
"C998192","8192"
"C202728","2728"
"C161564","1564"
"C198069","8069"
"C168501","8501"
"C291799","1799"
"C243552","3552"
"C159676","9676"
"C819174","9174"
"C239015","9015"
"C259139","9139"
"C281533","1533"
"C302660","2660"
"C891524","1524"
"C171531","1531"
"C910083","0083"
"C227676","7676"
"C468940","8940"
"C178076","8076"
"C540643","0643"
"C322273","2273"
"C480501","0501"
"C846674","6674"
"C308352","8352"
"C137200","7200"
"C233464","3464"
"C269358","9358"
"C312949","2949"
"C209598","9598"
"C148438","8438"
"C383587","3587"
"C539496","9496"
"C186913","6913"
"C258534","8534"
"C497520","7520"
"C114431","4431"
"C140181","0181"
"C158666","8666"
"C168511","8511"
"C252029","2029"
"C153606","3606"
"C147211","7211"
"C136180","6180"
"C112984","2984"
"C292842","2842"
"C457484","7484"
"C171000","1000"
"C163992","3992"
"C648138","8138"
"C263351","3351"
"C334635","4635"
"C321405","1405"
"C597117","7117"
"C179994","9994"
"C256724","6724"
"C474545","4545"
"C331328","1328"
"C339253","9253"
"C172566","2566"
"C205627","5627"
"C132638","2638"
"C888663","8663"
"C504315","4315"
"C316482","6482"
"C103389","3389"
"C283288","3288"
"C197331","7331"
"C140196","0196"
"C164671","4671"
"C170539","0539"
"C219265","9265"
"C122069","2069"
"C213694","3694"
"C168995","8995"
"C287783","7783"
"C117350","7350"
"C286226","6226"
"C110573","0573"
"C320367","0367"
"C279089","9089"
"C141030","1030"
"C251805","1805"
"C194700","4700"
"C266641","6641"
"C123199","3199"
"C231298","1298"
"C174733","4733"
"C268172","8172"
"C311752","1752"
"C218902","8902"
"C953321","3321"
"C301289","1289"
"C211099","1099"
"C268241","8241"
"C278550","8550"
"C272483","2483"
"C705215","5215"
"C299119","9119"
"C224805","4805"
"C518879","8879"
"C102084","2084"
"C262286","2286"
"C293139","3139"
"C402407","2407"
"C257500","7500"
"C291741","1741"
"C235819","5819"
"C282163","2163"
"C217031","7031"
"C194598","4598"
"C169697","9697"
"C434898","4898"
"C471465","1465"
"C152210","2210"
"C802258","2258"
"C266897","6897"
"C238765","8765"
"C164682","4682"
"C329201","9201"
"C941937","1937"
"C235239","5239"
"C749779","9779"
"C143657","3657"
"C165561","5561"
"C394776","4776"
"C245939","5939"
"C219162","9162"
"C268632","8632"
"C186358","6358"
"C209915","9915"
"C243724","3724"
"C193291","3291"
"C431257","1257"
"C143851","3851"
"C752851","2851"
"C145052","5052"
"C275242","5242"
"C289439","9439"
"C335729","5729"
"C163248","3248"
"C191856","1856"
"C217316","7316"
"C144974","4974"
"C242173","2173"
"C226212","6212"
"C197920","7920"
"C181451","1451"
"C141532","1532"
"C300815","0815"
"C156547","6547"
"C768738","8738"
"C272980","2980"
"C166175","6175"
"C106009","6009"
"C679774","9774"
"C223662","3662"
"C351098","1098"
"C124138","4138"
"C328166","8166"
"C106132","6132"
"C115034","5034"
"C205997","5997"
"C187310","7310"
"C227616","7616"
"C202632","2632"
"C106419","6419"
"C659738","9738"
"C219163","9163"
"C509860","9860"
"C179681","9681"
"C228456","8456"
"C317666","7666"
"C110802","0802"
"C257678","7678"
"C165711","5711"
"C121564","1564"
"C162775","2775"
"C154471","4471"
"C209972","9972"
"C272826","2826"
"C274079","4079"
"C282784","2784"
"C159046","9046"
"C213658","3658"
"C313185","3185"
"C306862","6862"
"C230208","0208"
"C153963","3963"
"C305702","5702"
"C491361","1361"
"C249132","9132"
"C260118","0118"
"C184319","4319"
"C201854","1854"
"C305836","5836"
"C264290","4290"
"C324901","4901"
"C224197","4197"
"C196749","6749"
"C124774","4774"
"C178742","8742"
"C245035","5035"
"C709414","9414"
"C200549","0549"
"C958540","8540"
"C898942","8942"
"C314498","4498"
"C268884","8884"
"C921040","1040"
"C102793","2793"
"C148700","8700"
"C119010","9010"
"C197068","7068"
"C672852","2852"
"C311586","1586"
"C374574","4574"
"C168508","8508"
"C793588","3588"
"C177213","7213"
"C295553","5553"
"C109496","9496"
"C514719","4719"
"C191277","1277"
"C278646","8646"
"C204116","4116"
"C231276","1276"
"C932440","2440"
"C770884","0884"
"C254246","4246"
"C280025","0025"
"C330029","0029"
"C116674","6674"
"C306411","6411"
"C244675","4675"
"C201203","1203"
"C243549","3549"
"C229482","9482"
"C209267","9267"
"C168270","8270"
"C167349","7349"
"C113828","3828"
"C506569","6569"
"C944648","4648"
"C219366","9366"
"C437056","7056"
"C167235","7235"
"C153312","3312"
"C235519","5519"
"C719220","9220"
"C190762","0762"
"C261681","1681"
"C248181","8181"
"C258679","8679"
"C251272","1272"
"C340042","0042"
"C989009","9009"
"C111408","1408"
"C821587","1587"
"C881464","1464"
"C119656","9656"
"C940820","0820"
"C194306","4306"
"C112153","2153"
"C331762","1762"
"C218325","8325"
"C181725","1725"
"C507236","7236"
"C123326","3326"
"C264794","4794"
"C223526","3526"
"C242037","2037"
"C213931","3931"
"C218551","8551"
"C338090","8090"
"C208044","8044"
"C281489","1489"
"C218922","8922"
"C169502","9502"
"C318083","8083"
"C143876","3876"
"C393387","3387"
"C181049","1049"
"C197026","7026"
"C316272","6272"
"C275039","5039"
"C447739","7739"
"C189986","9986"
"C173398","3398"
"C182590","2590"
"C200719","0719"
"C174280","4280"
"C308142","8142"
"C284510","4510"
"C744032","4032"
"C243321","3321"
"C538264","8264"
"C392548","2548"
"C316135","6135"
"C936907","6907"
"C319858","9858"
"C327887","7887"
"C189244","9244"
"C365532","5532"
"C285554","5554"
"C309014","9014"
"C314217","4217"
"C252869","2869"
"C807356","7356"
"C236676","6676"
"C307128","7128"
"C583645","3645"
"C177592","7592"
"C255605","5605"
"C151431","1431"
"C871272","1272"
"C446450","6450"
"C167047","7047"
"C957649","7649"
"C179946","9946"
"C144386","4386"
"C798953","8953"
"C394424","4424"
"C169011","9011"
"C262972","2972"
"C252692","2692"
"C192048","2048"
"C203766","3766"
"C305226","5226"
"C256926","6926"
"C275824","5824"
"C549907","9907"
"C211457","1457"
"C330650","0650"
"C262901","2901"
"C104775","4775"
"C940886","0886"
"C131948","1948"
"C258535","8535"
"C619741","9741"
"C292192","2192"
"C287614","7614"
"C319495","9495"
"C319556","9556"
"C261380","1380"
"C230266","0266"
"C194112","4112"
"C685182","5182"
"C319084","9084"
"C277520","7520"
"C265934","5934"
"C256029","6029"
"C218737","8737"
"C268819","8819"
"C105263","5263"
"C315509","5509"
"C196301","6301"
"C175066","5066"
"C399834","9834"
