"Customer_id","length"
"C131579",7
"C212937",7
"C102366",7
"C332750",7
"C220564",7
"C148324",7
"C177936",7
"C218800",7
"C151866",7
"C243702",7
"C259650",7
"C272944",7
"C320849",7
"C885441",7
"C136012",7
"C185439",7
"C953085",7
"C335983",7
"C763024",7
"C280789",7
"C922102",7
"C509914",7
"C188914",7
"C474668",7
"C939222",7
"C288044",7
"C324253",7
"C113568",7
"C261361",7
"C105991",7
"C124871",7
"C269066",7
"C338582",7
"C171807",7
"C170116",7
"C150398",7
"C316666",7
"C260482",7
"C280631",7
"C178926",7
"C216627",7
"C122346",7
"C170298",7
"C891375",7
"C236106",7
"C310834",7
"C168396",7
"C204840",7
"C166304",7
"C338587",7
"C125428",7
"C332667",7
"C114437",7
"C136166",7
"C209262",7
"C806835",7
"C230911",7
"C149490",7
"C806853",7
"C337392",7
"C485094",7
"C244132",7
"C192971",7
"C207762",7
"C334455",7
"C148239",7
"C223564",7
"C129923",7
"C202930",7
"C195722",7
"C144525",7
"C298559",7
"C343562",7
"C218950",7
"C244226",7
"C194522",7
"C180570",7
"C337518",7
"C295018",7
"C102500",7
"C338665",7
"C410490",7
"C285818",7
"C250291",7
"C121874",7
"C177955",7
"C110428",7
"C164655",7
"C963729",7
"C926815",7
"C654762",7
"C143877",7
"C134690",7
"C119504",7
"C392733",7
"C810843",7
"C302944",7
"C654510",7
"C147637",7
"C109732",7
"C886341",7
"C173218",7
"C318891",7
"C329993",7
"C135162",7
"C114698",7
"C329316",7
"C317574",7
"C163154",7
"C313513",7
"C123703",7
"C554216",7
"C358151",7
"C320089",7
"C234801",7
"C709549",7
"C299649",7
"C112624",7
"C248945",7
"C271336",7
"C156390",7
"C302047",7
"C112982",7
"C328471",7
"C201061",7
"C317277",7
"C231573",7
"C959079",7
"C756132",7
"C208165",7
"C101327",7
"C655483",7
"C110520",7
"C266148",7
"C187899",7
"C137343",7
"C670220",7
"C476444",7
"C148432",7
"C627455",7
"C323685",7
"C835531",7
"C200367",7
"C397797",7
"C124321",7
"C281501",7
"C198208",7
"C100706",7
"C186458",7
"C296028",7
"C161632",7
"C199461",7
"C247699",7
"C313026",7
"C895213",7
"C155599",7
"C114989",7
"C192683",7
"C723406",7
"C769958",7
"C138372",7
"C137037",7
"C201012",7
"C353878",7
"C189693",7
"C272422",7
"C217169",7
"C583876",7
"C100349",7
"C132418",7
"C227568",7
"C298046",7
"C117500",7
"C229467",7
"C274153",7
"C669267",7
"C523315",7
"C334714",7
"C297518",7
"C263596",7
"C184678",7
"C356491",7
"C278657",7
"C258369",7
"C495855",7
"C284032",7
"C182431",7
"C703990",7
"C309128",7
"C210733",7
"C277225",7
"C209486",7
"C104961",7
"C217233",7
"C270041",7
"C116808",7
"C218301",7
"C133580",7
"C197638",7
"C119475",7
"C548172",7
"C192387",7
"C158436",7
"C317367",7
"C688654",7
"C263536",7
"C293708",7
"C464765",7
"C176271",7
"C161748",7
"C172036",7
"C143991",7
"C210696",7
"C207436",7
"C229666",7
"C183541",7
"C777185",7
"C314282",7
"C183159",7
"C196894",7
"C910189",7
"C331357",7
"C147066",7
"C291669",7
"C762856",7
"C762278",7
"C119106",7
"C253472",7
"C168247",7
"C763301",7
"C169805",7
"C239708",7
"C108358",7
"C544777",7
"C178461",7
"C306630",7
"C238205",7
"C199389",7
"C240796",7
"C224984",7
"C490589",7
"C165839",7
"C908127",7
"C133574",7
"C271559",7
"C251041",7
"C327607",7
"C294112",7
"C158025",7
"C303260",7
"C116690",7
"C124464",7
"C154642",7
"C183338",7
"C206338",7
"C231563",7
"C276235",7
"C297466",7
"C325654",7
"C258085",7
"C327021",7
"C306169",7
"C339398",7
"C216077",7
"C236866",7
"C309832",7
"C250471",7
"C737472",7
"C130034",7
"C140854",7
"C218187",7
"C158981",7
"C138689",7
"C836040",7
"C331096",7
"C626142",7
"C665638",7
"C115638",7
"C326467",7
"C383440",7
"C121944",7
"C239069",7
"C193795",7
"C908588",7
"C454329",7
"C126971",7
"C138718",7
"C267677",7
"C482851",7
"C146355",7
"C142952",7
"C247150",7
"C279664",7
"C170853",7
"C234683",7
"C225135",7
"C221921",7
"C157328",7
"C145169",7
"C280712",7
"C702086",7
"C256829",7
"C203551",7
"C249617",7
"C170583",7
"C813653",7
"C239200",7
"C854603",7
"C253733",7
"C271492",7
"C327199",7
"C282616",7
"C967744",7
"C764189",7
"C330674",7
"C375545",7
"C223235",7
"C855626",7
"C551340",7
"C262377",7
"C213864",7
"C162539",7
"C132636",7
"C230747",7
"C272756",7
"C201284",7
"C168091",7
"C356121",7
"C188700",7
"C284233",7
"C312025",7
"C226870",7
"C286480",7
"C786171",7
"C328695",7
"C603796",7
"C931477",7
"C281041",7
"C244362",7
"C260873",7
"C136970",7
"C146328",7
"C268860",7
"C331122",7
"C253446",7
"C686916",7
"C250670",7
"C306755",7
"C122932",7
"C396914",7
"C279326",7
"C189330",7
"C505710",7
"C144169",7
"C188497",7
"C202511",7
"C223000",7
"C820440",7
"C128659",7
"C158701",7
"C221578",7
"C302238",7
"C190462",7
"C258999",7
"C181157",7
"C144206",7
"C230327",7
"C268585",7
"C109748",7
"C444321",7
"C442069",7
"C224574",7
"C239689",7
"C168940",7
"C152461",7
"C336729",7
"C221310",7
"C660237",7
"C217501",7
"C296402",7
"C346876",7
"C741876",7
"C328794",7
"C314718",7
"C193094",7
"C675075",7
"C104942",7
"C194351",7
"C120739",7
"C316151",7
"C151896",7
"C268234",7
"C149085",7
"C365166",7
"C284314",7
"C238897",7
"C199490",7
"C332361",7
"C139574",7
"C286502",7
"C176815",7
"C206491",7
"C186905",7
"C142816",7
"C760803",7
"C298261",7
"C260142",7
"C146510",7
"C442944",7
"C137468",7
"C708510",7
"C121526",7
"C296713",7
"C966142",7
"C105860",7
"C130755",7
"C142151",7
"C184418",7
"C142039",7
"C225328",7
"C323041",7
"C269392",7
"C268128",7
"C113306",7
"C335564",7
"C159916",7
"C210958",7
"C145651",7
"C225218",7
"C559473",7
"C197329",7
"C168612",7
"C294849",7
"C433955",7
"C194404",7
"C324895",7
"C663082",7
"C165612",7
"C305472",7
"C219598",7
"C220825",7
"C288811",7
"C619978",7
"C946714",7
"C183247",7
"C151977",7
"C256457",7
"C609891",7
"C216338",7
"C173844",7
"C121918",7
"C272347",7
"C143869",7
"C324225",7
"C263964",7
"C366100",7
"C252886",7
"C104579",7
"C258159",7
"C829141",7
"C744298",7
"C248298",7
"C265738",7
"C186156",7
"C561510",7
"C187282",7
"C256301",7
"C331851",7
"C113968",7
"C304532",7
"C312824",7
"C303567",7
"C542030",7
"C338429",7
"C882930",7
"C166361",7
"C762311",7
"C934057",7
"C219026",7
"C176423",7
"C959371",7
"C147798",7
"C158561",7
"C275965",7
"C192147",7
"C261553",7
"C326377",7
"C148855",7
"C338164",7
"C191166",7
"C220662",7
"C252556",7
"C324858",7
"C446613",7
"C944530",7
"C198238",7
"C339809",7
"C334784",7
"C199966",7
"C794693",7
"C254011",7
"C180664",7
"C320054",7
"C167282",7
"C118832",7
"C300691",7
"C131325",7
"C219592",7
"C767241",7
"C129167",7
"C234928",7
"C196309",7
"C285871",7
"C304403",7
"C207302",7
"C155309",7
"C189834",7
"C121594",7
"C334060",7
"C126853",7
"C471387",7
"C108902",7
"C276326",7
"C217733",7
"C193103",7
"C404855",7
"C279285",7
"C292595",7
"C371511",7
"C791336",7
"C568884",7
"C318975",7
"C173575",7
"C260468",7
"C206217",7
"C238864",7
"C238847",7
"C683083",7
"C407419",7
"C429211",7
"C181552",7
"C889949",7
"C923347",7
"C267136",7
"C265374",7
"C277066",7
"C109531",7
"C158525",7
"C101401",7
"C323675",7
"C150811",7
"C855253",7
"C336096",7
"C198971",7
"C266009",7
"C167015",7
"C138381",7
"C262534",7
"C270169",7
"C644780",7
"C755084",7
"C251928",7
"C333717",7
"C654133",7
"C333554",7
"C324910",7
"C162039",7
"C306235",7
"C146220",7
"C204431",7
"C220809",7
"C286601",7
"C290693",7
"C310981",7
"C128331",7
"C145731",7
"C170535",7
"C134246",7
"C193044",7
"C157510",7
"C165727",7
"C790404",7
"C998192",7
"C202728",7
"C161564",7
"C198069",7
"C168501",7
"C291799",7
"C243552",7
"C159676",7
"C819174",7
"C239015",7
"C259139",7
"C281533",7
"C302660",7
"C891524",7
"C171531",7
"C910083",7
"C227676",7
"C468940",7
"C178076",7
"C540643",7
"C322273",7
"C480501",7
"C846674",7
"C308352",7
"C137200",7
"C233464",7
"C269358",7
"C312949",7
"C209598",7
"C148438",7
"C383587",7
"C539496",7
"C186913",7
"C258534",7
"C497520",7
"C114431",7
"C140181",7
"C158666",7
"C168511",7
"C252029",7
"C153606",7
"C147211",7
"C136180",7
"C112984",7
"C292842",7
"C457484",7
"C171000",7
"C163992",7
"C648138",7
"C263351",7
"C334635",7
"C321405",7
"C597117",7
"C179994",7
"C256724",7
"C474545",7
"C331328",7
"C339253",7
"C172566",7
"C205627",7
"C132638",7
"C888663",7
"C504315",7
"C316482",7
"C103389",7
"C283288",7
"C197331",7
"C140196",7
"C164671",7
"C170539",7
"C219265",7
"C122069",7
"C213694",7
"C168995",7
"C287783",7
"C117350",7
"C286226",7
"C110573",7
"C320367",7
"C279089",7
"C141030",7
"C251805",7
"C194700",7
"C266641",7
"C123199",7
"C231298",7
"C174733",7
"C268172",7
"C311752",7
"C218902",7
"C953321",7
"C301289",7
"C211099",7
"C268241",7
"C278550",7
"C272483",7
"C705215",7
"C299119",7
"C224805",7
"C518879",7
"C102084",7
"C262286",7
"C293139",7
"C402407",7
"C257500",7
"C291741",7
"C235819",7
"C282163",7
"C217031",7
"C194598",7
"C169697",7
"C434898",7
"C471465",7
"C152210",7
"C802258",7
"C266897",7
"C238765",7
"C164682",7
"C329201",7
"C941937",7
"C235239",7
"C749779",7
"C143657",7
"C165561",7
"C394776",7
"C245939",7
"C219162",7
"C268632",7
"C186358",7
"C209915",7
"C243724",7
"C193291",7
"C431257",7
"C143851",7
"C752851",7
"C145052",7
"C275242",7
"C289439",7
"C335729",7
"C163248",7
"C191856",7
"C217316",7
"C144974",7
"C242173",7
"C226212",7
"C197920",7
"C181451",7
"C141532",7
"C300815",7
"C156547",7
"C768738",7
"C272980",7
"C166175",7
"C106009",7
"C679774",7
"C223662",7
"C351098",7
"C124138",7
"C328166",7
"C106132",7
"C115034",7
"C205997",7
"C187310",7
"C227616",7
"C202632",7
"C106419",7
"C659738",7
"C219163",7
"C509860",7
"C179681",7
"C228456",7
"C317666",7
"C110802",7
"C257678",7
"C165711",7
"C121564",7
"C162775",7
"C154471",7
"C209972",7
"C272826",7
"C274079",7
"C282784",7
"C159046",7
"C213658",7
"C313185",7
"C306862",7
"C230208",7
"C153963",7
"C305702",7
"C491361",7
"C249132",7
"C260118",7
"C184319",7
"C201854",7
"C305836",7
"C264290",7
"C324901",7
"C224197",7
"C196749",7
"C124774",7
"C178742",7
"C245035",7
"C709414",7
"C200549",7
"C958540",7
"C898942",7
"C314498",7
"C268884",7
"C921040",7
"C102793",7
"C148700",7
"C119010",7
"C197068",7
"C672852",7
"C311586",7
"C374574",7
"C168508",7
"C793588",7
"C177213",7
"C295553",7
"C109496",7
"C514719",7
"C191277",7
"C278646",7
"C204116",7
"C231276",7
"C932440",7
"C770884",7
"C254246",7
"C280025",7
"C330029",7
"C116674",7
"C306411",7
"C244675",7
"C201203",7
"C243549",7
"C229482",7
"C209267",7
"C168270",7
"C167349",7
"C113828",7
"C506569",7
"C944648",7
"C219366",7
"C437056",7
"C167235",7
"C153312",7
"C235519",7
"C719220",7
"C190762",7
"C261681",7
"C248181",7
"C258679",7
"C251272",7
"C340042",7
"C989009",7
"C111408",7
"C821587",7
"C881464",7
"C119656",7
"C940820",7
"C194306",7
"C112153",7
"C331762",7
"C218325",7
"C181725",7
"C507236",7
"C123326",7
"C264794",7
"C223526",7
"C242037",7
"C213931",7
"C218551",7
"C338090",7
"C208044",7
"C281489",7
"C218922",7
"C169502",7
"C318083",7
"C143876",7
"C393387",7
"C181049",7
"C197026",7
"C316272",7
"C275039",7
"C447739",7
"C189986",7
"C173398",7
"C182590",7
"C200719",7
"C174280",7
"C308142",7
"C284510",7
"C744032",7
"C243321",7
"C538264",7
"C392548",7
"C316135",7
"C936907",7
"C319858",7
"C327887",7
"C189244",7
"C365532",7
"C285554",7
"C309014",7
"C314217",7
"C252869",7
"C807356",7
"C236676",7
"C307128",7
"C583645",7
"C177592",7
"C255605",7
"C151431",7
"C871272",7
"C446450",7
"C167047",7
"C957649",7
"C179946",7
"C144386",7
"C798953",7
"C394424",7
"C169011",7
"C262972",7
"C252692",7
"C192048",7
"C203766",7
"C305226",7
"C256926",7
"C275824",7
"C549907",7
"C211457",7
"C330650",7
"C262901",7
"C104775",7
"C940886",7
"C131948",7
"C258535",7
"C619741",7
"C292192",7
"C287614",7
"C319495",7
"C319556",7
"C261380",7
"C230266",7
"C194112",7
"C685182",7
"C319084",7
"C277520",7
"C265934",7
"C256029",7
"C218737",7
"C268819",7
"C105263",7
"C315509",7
"C196301",7
"C175066",7
"C399834",7
"C249141",7
"C324906",7
"C234645",7
"C332771",7
"C519946",7
"C321488",7
"C297174",7
"C339288",7
"C216924",7
"C553588",7
"C118627",7
"C605796",7
"C970486",7
"C246372",7
"C183093",7
"C330162",7
"C198020",7
"C184506",7
"C123700",7
"C100607",7
"C385185",7
"C223480",7
"C867686",7
"C169148",7
"C301976",7
"C112343",7
"C203281",7
"C334930",7
"C171538",7
"C134005",7
"C883045",7
"C280315",7
"C333987",7
"C236329",7
"C239728",7
"C249622",7
"C159693",7
"C337341",7
"C273562",7
"C138992",7
"C125946",7
"C262402",7
"C178880",7
"C102136",7
"C276184",7
"C122852",7
"C109964",7
"C712263",7
"C150725",7
"C106868",7
"C842175",7
"C625797",7
"C944539",7
"C214412",7
"C573070",7
"C319033",7
"C237656",7
"C289441",7
"C248973",7
"C267313",7
"C681166",7
"C291480",7
"C158524",7
"C308292",7
"C112106",7
"C209716",7
"C213533",7
"C232752",7
"C137091",7
"C139726",7
"C262478",7
"C488844",7
"C249268",7
"C211661",7
"C332869",7
"C755927",7
"C157515",7
"C313517",7
"C884616",7
"C645136",7
"C145332",7
"C103415",7
"C302350",7
"C231648",7
"C174622",7
"C275757",7
"C243378",7
"C314689",7
"C278542",7
"C137931",7
"C231207",7
"C932441",7
"C956092",7
"C104818",7
"C169208",7
"C173758",7
"C713766",7
"C843236",7
"C561247",7
"C882231",7
"C649482",7
"C281036",7
"C124676",7
"C308736",7
"C189510",7
"C194257",7
"C323014",7
"C204134",7
"C321107",7
"C684000",7
"C334127",7
"C289081",7
"C256199",7
"C296972",7
"C116606",7
"C141894",7
"C310517",7
"C511872",7
"C191647",7
"C244231",7
"C998568",7
"C180935",7
"C112071",7
"C251815",7
"C300657",7
"C443439",7
"C336507",7
"C320636",7
"C226191",7
"C311290",7
"C326116",7
"C277266",7
"C249814",7
"C270123",7
"C173475",7
"C504072",7
"C200447",7
"C827679",7
"C239444",7
"C330745",7
"C197223",7
"C936132",7
"C306320",7
"C786295",7
"C675137",7
"C290967",7
"C114628",7
"C202071",7
"C112382",7
"C281559",7
"C253605",7
"C173690",7
"C321995",7
"C332302",7
"C379643",7
"C782590",7
"C129546",7
"C164634",7
"C101537",7
"C147033",7
"C327077",7
"C298549",7
"C233703",7
"C951410",7
"C211435",7
"C242918",7
"C246516",7
"C256281",7
"C166519",7
"C272965",7
"C125407",7
"C438477",7
"C469840",7
"C434679",7
"C149182",7
"C100315",7
"C215149",7
"C330643",7
"C149951",7
"C886989",7
"C146277",7
"C340472",7
"C261108",7
"C248655",7
"C551182",7
"C259891",7
"C319509",7
"C264551",7
"C312262",7
"C140260",7
"C873541",7
"C275674",7
"C280706",7
"C454446",7
"C294427",7
"C123745",7
"C332138",7
"C266959",7
"C960088",7
"C282757",7
"C177349",7
"C128341",7
"C287258",7
"C734492",7
"C689756",7
"C159787",7
"C660554",7
"C110508",7
"C189207",7
"C244475",7
"C276952",7
"C874835",7
"C166514",7
"C136129",7
"C196944",7
"C983848",7
"C834923",7
"C981287",7
"C262229",7
"C409106",7
"C175011",7
"C732993",7
"C120274",7
"C263633",7
"C244327",7
"C167777",7
"C201456",7
"C572052",7
"C145800",7
"C309115",7
"C308852",7
"C160616",7
"C295038",7
"C247748",7
"C316376",7
"C880650",7
"C141980",7
"C162097",7
"C140077",7
"C228560",7
"C313005",7
"C134006",7
"C791007",7
"C255275",7
"C153515",7
"C433833",7
"C168059",7
"C664371",7
"C297615",7
"C193544",7
"C225911",7
"C331518",7
"C163956",7
"C233547",7
"C705587",7
"C427144",7
"C329025",7
"C711467",7
"C335494",7
"C202803",7
"C223603",7
"C239447",7
"C215030",7
"C234149",7
"C120602",7
"C644268",7
"C257017",7
"C172723",7
"C165435",7
"C918999",7
"C226160",7
"C216909",7
"C922665",7
"C300246",7
"C293977",7
"C374586",7
"C273115",7
"C192197",7
"C121896",7
"C299051",7
"C502270",7
"C828568",7
"C237806",7
"C136684",7
"C280519",7
"C163282",7
"C596526",7
"C635472",7
"C217167",7
"C335686",7
"C226835",7
"C311167",7
"C167938",7
"C259160",7
"C546059",7
"C421826",7
"C186609",7
"C156711",7
"C278685",7
"C147138",7
"C114706",7
"C218226",7
"C315688",7
"C894785",7
"C208616",7
"C293137",7
"C269376",7
"C417622",7
"C178571",7
"C225672",7
"C953955",7
"C133712",7
"C405677",7
"C312844",7
"C180605",7
"C294719",7
"C274259",7
"C331205",7
"C583637",7
"C220755",7
"C161382",7
"C321442",7
"C153101",7
"C196015",7
"C264073",7
"C309415",7
"C312384",7
"C306595",7
"C132649",7
"C272805",7
"C309988",7
"C529703",7
"C279092",7
"C290376",7
"C331257",7
"C505217",7
"C193297",7
"C197399",7
"C299323",7
"C109894",7
"C140492",7
"C173066",7
"C262473",7
"C277167",7
"C118211",7
"C294328",7
"C231068",7
"C192559",7
"C336168",7
"C439387",7
"C639463",7
"C104317",7
"C293479",7
"C212641",7
"C688411",7
"C333882",7
"C157431",7
"C124694",7
"C107704",7
"C838413",7
"C285518",7
"C959950",7
"C275858",7
"C918734",7
"C798528",7
"C870722",7
"C290933",7
"C315583",7
"C243157",7
"C609439",7
"C335178",7
"C653382",7
"C242595",7
"C274233",7
"C259911",7
"C228056",7
"C124712",7
"C149033",7
"C501752",7
"C137437",7
"C148216",7
"C126264",7
"C173882",7
"C195662",7
"C390469",7
"C520730",7
"C857677",7
"C214073",7
"C136695",7
"C316047",7
"C285569",7
"C389397",7
"C130505",7
"C321886",7
"C138530",7
"C186142",7
"C185108",7
"C257608",7
"C165789",7
"C288276",7
"C338089",7
"C619580",7
"C633085",7
"C286440",7
"C131334",7
"C213090",7
"C219871",7
"C204080",7
"C576332",7
"C250628",7
"C261457",7
"C241148",7
"C178916",7
"C102238",7
"C574716",7
"C189131",7
"C276838",7
"C277622",7
"C299448",7
"C216362",7
"C143989",7
"C709605",7
"C185076",7
"C260828",7
"C113557",7
"C337869",7
"C200133",7
"C130467",7
"C918497",7
"C157134",7
"C161422",7
"C118919",7
"C226784",7
"C995124",7
"C214478",7
"C257413",7
"C239944",7
"C644423",7
"C107694",7
"C299582",7
"C869172",7
"C106435",7
"C326823",7
"C285243",7
"C213923",7
