"Customer_id","total_revenue"
"C116808","26250"
"C229030","26250"
"C188622","26250"
"C817494","26250"
"C349580","26250"
"C327696","26250"
"C431917","26250"
"C331205","26250"
"C309577","26250"
"C113609","26250"
"C268581","26250"
"C186933","26250"
"C106836","26250"
"C261583","26250"
"C808769","26250"
"C339679","26250"
"C146467","26250"
"C741550","26250"
"C201974","26250"
"C184801","26250"
"C100168","26250"
"C131672","26250"
"C276981","26250"
"C343107","26250"
"C244376","26250"
"C308063","26250"
"C960474","26250"
"C158255","26250"
"C354711","26250"
"C151122","26250"
"C303018","26250"
"C179233","26250"
"C191260","26250"
"C246482","26250"
"C154921","26250"
"C577529","26250"
"C274411","26250"
"C158011","26250"
"C301148","26250"
"C529503","26250"
"C314042","26250"
"C966036","26250"
"C137763","26250"
"C131909","26250"
"C231648","26250"
"C174600","26250"
"C167779","26250"
"C177988","26250"
"C224822","26250"
"C177500","26250"
"C673654","26250"
"C119133","26250"
"C112624","26250"
"C101344","26250"
"C760265","26250"
"C300869","26250"
"C217552","26250"
"C281698","26250"
"C235953","26250"
"C663736","26250"
"C167015","26250"
"C699580","26250"
"C298804","26250"
"C547058","26250"
"C107688","26250"
"C908541","26250"
"C180835","26250"
"C232872","26250"
"C150123","26250"
"C199461","26250"
"C211345","26250"
"C166367","26250"
"C134057","26250"
"C337687","26250"
"C305920","26250"
"C209384","26250"
"C241297","26250"
"C142723","26250"
"C330627","26250"
"C284590","26250"
"C242819","26250"
"C247987","26250"
"C240452","26250"
"C261854","26250"
"C276486","26250"
"C854866","26250"
"C566573","26250"
"C277263","26250"
"C219393","26250"
"C586863","26250"
"C126972","26250"
"C319102","26250"
"C132278","26250"
"C207079","26250"
"C107474","26250"
"C204747","26250"
"C138491","26250"
"C491682","26250"
"C110692","26250"
"C250807","26250"
"C338164","26250"
"C260476","26250"
"C163850","26250"
"C435479","26250"
"C180851","26250"
"C143487","26250"
"C144052","26250"
"C321909","26250"
"C315081","26250"
"C334696","26250"
"C213086","26250"
"C266761","26250"
"C894009","26250"
"C309412","26250"
"C161693","26250"
"C366102","26250"
"C547529","26250"
"C312942","26250"
"C202247","26250"
"C110600","26250"
"C308292","26250"
"C335904","26250"
"C122771","26250"
"C269054","26250"
"C171644","26250"
"C169589","26250"
"C106404","26250"
"C332974","26250"
"C130636","26250"
"C638391","26250"
"C292934","26250"
"C157218","26250"
"C398247","26250"
"C215149","26250"
"C433743","26250"
"C220266","26250"
"C235675","26250"
"C258253","26250"
"C647665","26250"
"C244491","26250"
"C206474","26250"
"C164910","26250"
"C187856","26250"
"C188738","26250"
"C288141","26250"
"C271068","26250"
"C217851","26250"
"C238845","26250"
"C335073","26250"
"C333882","26250"
"C208753","26250"
"C424748","26250"
"C207696","26250"
"C282385","26250"
"C164445","26250"
"C338486","26250"
"C192559","26250"
"C448745","26250"
"C163282","26250"
"C183347","26250"
"C254374","26250"
"C285424","26250"
"C124336","26250"
"C171661","26250"
"C256880","26250"
"C144297","26250"
"C169530","26250"
"C356220","26250"
"C821677","26250"
"C251239","26250"
"C168380","26250"
"C165733","26250"
"C104854","26250"
"C812985","26250"
"C322286","26250"
"C127301","26250"
"C314059","26250"
"C139917","26250"
"C120569","26250"
"C262064","26250"
"C167841","26250"
"C115362","26250"
"C778404","26250"
"C239012","26250"
"C223555","26250"
"C218038","26250"
"C561247","26250"
"C471560","26250"
"C277705","26250"
"C244298","26250"
"C113506","26250"
"C210633","26250"
"C189990","26250"
"C134324","26250"
"C544865","26250"
"C315174","26250"
"C462011","26250"
"C333641","26250"
"C227164","26250"
"C208243","26250"
"C709560","26250"
"C227817","26250"
"C800327","26250"
"C338779","26250"
"C234810","26250"
"C302324","26250"
"C179584","26250"
"C972228","26250"
"C273657","26250"
"C140874","26250"
"C224949","26250"
"C118230","26250"
"C675184","26250"
"C205474","26250"
"C216617","26250"
"C319935","26250"
"C339288","26250"
"C149970","26250"
"C296569","26250"
"C326699","26250"
"C300045","26250"
"C199573","26250"
"C215414","26250"
"C223178","26250"
"C236162","26250"
"C334199","26250"
"C159312","26250"
"C127286","26250"
"C338550","26250"
"C320885","26250"
"C585144","26250"
"C121590","26250"
"C297206","26250"
"C338326","26250"
"C172894","26250"
"C329594","26250"
"C215555","26250"
"C380386","26250"
"C206637","26250"
"C252905","26250"
"C571399","26250"
"C330433","26250"
"C242905","26250"
"C297291","26250"
"C169408","26250"
"C176113","26250"
"C706111","26250"
"C196043","26250"
"C248309","26250"
"C270224","26250"
"C927194","26250"
"C330187","26250"
"C131264","26250"
"C340170","26250"
"C132260","26250"
"C253665","26250"
"C277412","26250"
"C312131","26250"
"C374514","26250"
"C171000","26250"
"C519121","26250"
"C979552","26250"
"C201753","26250"
"C316386","26250"
"C157996","26250"
"C897089","26250"
"C261424","26250"
"C324387","26250"
"C450400","26250"
"C333554","26250"
"C961306","26250"
"C268172","26250"
"C336596","26250"
"C498727","26250"
"C324113","26250"
"C275144","26250"
"C794454","26250"
"C242994","26250"
"C977343","26250"
"C173286","26250"
"C908709","26250"
"C130481","26250"
"C368752","26250"
"C243388","26250"
"C840447","26250"
"C653092","26250"
"C287416","26250"
"C734830","26250"
"C380769","26250"
"C248776","26250"
"C256600","26250"
"C243116","26250"
"C214760","26250"
"C294055","26250"
"C685377","26250"
"C153766","26250"
"C772125","26250"
"C221987","26250"
"C189330","26250"
"C165562","26250"
"C110212","26250"
"C277506","26250"
"C956706","26250"
"C240275","26250"
"C254550","26250"
"C775423","26250"
"C304928","26250"
"C132989","26250"
"C675087","26250"
"C156770","26250"
"C676789","26250"
"C180530","26250"
"C218922","26250"
"C244280","26250"
"C297997","26250"
"C875833","26250"
"C139344","26250"
"C118211","26250"
"C661696","26250"
"C138563","26250"
"C183355","26250"
"C228223","26250"
"C200676","26250"
"C174950","26250"
"C118647","26250"
"C171004","26250"
"C219544","26250"
"C236859","26250"
"C164998","26250"
"C279060","26250"
"C233437","26250"
"C988230","26250"
"C983606","26250"
"C305702","26250"
"C271485","26250"
"C965585","26250"
"C417550","26250"
"C986474","26250"
"C156817","26250"
"C118524","26250"
"C108902","26250"
"C227883","26250"
"C287302","26250"
"C305757","26250"
"C315978","26250"
"C599136","26250"
"C279618","26250"
"C139750","26250"
"C175860","26250"
"C223179","26250"
"C337463","26250"
"C251250","26250"
"C164347","26250"
"C132320","26250"
"C685852","26250"
"C187279","26250"
"C171472","26250"
"C129965","26250"
"C216667","26250"
"C260792","26250"
"C183870","26250"
"C178487","26250"
"C909147","26250"
"C163232","26250"
"C128018","26250"
"C748830","26250"
"C100322","26250"
"C305027","26250"
"C116169","26250"
"C462879","26250"
"C259585","26250"
"C282642","26250"
"C115176","26250"
"C152816","26250"
"C101427","26250"
"C129284","26250"
"C280651","26250"
"C957665","26250"
"C265322","26250"
"C250030","26250"
"C537467","26250"
"C240449","26250"
"C140290","26250"
"C959371","26250"
"C218162","26250"
"C823241","26250"
"C819215","26250"
"C215935","26250"
"C821653","26250"
"C163175","26250"
"C896185","26250"
"C411244","26250"
"C336812","26250"
"C206277","26250"
"C869153","26250"
"C209302","26250"
"C245939","26250"
"C158365","26250"
"C632313","26250"
"C281228","26250"
"C165436","26250"
"C163505","26250"
"C229011","26250"
"C328698","26250"
"C984334","26250"
"C203551","26250"
"C245558","26250"
"C615393","26250"
"C562299","26250"
"C610001","26250"
"C138646","26250"
"C522469","26250"
"C174024","26250"
"C106072","26250"
"C141031","26250"
"C155403","26250"
"C313618","26250"
"C219246","26250"
"C131991","26250"
"C119113","26250"
"C108419","26250"
"C319071","26250"
"C965548","26250"
"C238707","26250"
"C222139","26250"
"C199966","26250"
"C303681","26250"
"C310282","26250"
"C192603","26250"
"C175545","26250"
"C435609","26250"
"C268585","26250"
"C140969","26250"
"C262637","26250"
"C238821","26250"
"C975194","26250"
"C128650","26250"
"C134694","26250"
"C130755","26250"
"C160746","26250"
"C527372","26250"
"C239999","26250"
"C261898","26250"
"C610295","26250"
"C991315","26250"
"C266328","26250"
"C803720","26250"
"C722843","26250"
"C202442","26250"
"C262895","26250"
"C443446","26250"
"C317036","26250"
"C188637","26250"
"C922102","26250"
"C325907","26250"
"C919623","26250"
"C306169","26250"
"C266724","26250"
"C208135","26250"
"C177213","26250"
"C178076","26250"
"C128336","26250"
"C134179","26250"
"C311215","26250"
"C155929","26250"
"C269598","26250"
"C309581","26250"
"C126938","26250"
"C215433","26250"
"C114117","26250"
"C458859","26250"
"C304739","26250"
"C168585","26250"
"C248633","26250"
"C160686","26250"
"C249316","26250"
"C373046","26250"
"C337097","26250"
"C599895","26250"
"C314247","26250"
"C172138","26250"
"C297287","26250"
"C151588","26250"
"C686700","26250"
"C146552","26250"
"C266866","26250"
"C155972","26250"
"C666317","26250"
"C287508","26250"
"C228501","26250"
"C803122","26250"
"C110842","26250"
"C321025","26250"
"C251952","26250"
"C162292","26250"
"C140974","26250"
"C279869","26250"
"C195424","26250"
"C873836","26250"
"C298236","26250"
"C243527","26250"
"C812384","26250"
"C275961","26250"
"C165843","26250"
"C315500","26250"
"C804412","26250"
"C282722","26250"
"C273785","26250"
"C333361","26250"
"C346407","26250"
"C257997","26250"
"C131526","26250"
"C158370","26250"
"C127654","26250"
"C800700","26250"
"C880057","26250"
"C975444","26250"
"C218155","26250"
"C290960","26250"
"C617099","26250"
"C294573","26250"
"C240365","26250"
"C178554","26250"
"C426067","26250"
"C101788","26250"
"C877031","26250"
"C717132","26250"
"C304058","26250"
"C303954","26250"
"C150501","26250"
"C150254","26250"
"C269642","26250"
"C934428","26250"
"C255679","26250"
"C666454","26250"
"C336982","26250"
"C920016","26250"
"C100306","26250"
"C514533","26250"
"C929524","26250"
"C142240","26250"
"C281710","26250"
"C141193","26250"
"C523379","26250"
"C247846","26250"
"C147259","26250"
"C816781","26250"
"C345950","26250"
"C150509","26250"
"C266164","26250"
"C273314","26250"
"C326173","26250"
"C328137","26250"
"C250970","26250"
"C242964","26250"
"C363282","26250"
"C277240","26250"
"C339058","26250"
"C243416","26250"
"C149902","26250"
"C190098","26250"
"C337835","26250"
"C257944","26250"
"C324172","26250"
"C185506","26250"
"C206735","16800"
"C258157","16800"
"C798725","16800"
"C186870","16800"
"C183889","16800"
"C229431","16800"
"C319923","16800"
"C166407","16800"
"C693530","16800"
"C213018","16800"
"C372923","16800"
"C622780","16800"
"C156560","16800"
"C160129","16800"
"C821486","16800"
"C260816","16800"
"C185779","16800"
"C103245","16800"
"C211130","16800"
"C313355","16800"
"C305056","16800"
"C579520","16800"
"C648709","16800"
"C259380","16800"
"C282735","16800"
"C704802","16800"
"C155339","16800"
"C152177","16800"
"C104740","16800"
"C338996","16800"
"C167347","16800"
"C383553","16800"
"C240106","16800"
"C287489","16800"
"C132641","16800"
"C166018","16800"
"C918214","16800"
"C923349","16800"
"C188032","16800"
"C277885","16800"
"C253558","16800"
"C277551","16800"
"C339348","16800"
"C400486","16800"
"C282282","16800"
"C209942","16800"
"C328651","16800"
"C737407","16800"
"C119013","16800"
"C103011","16800"
"C100254","16800"
"C917685","16800"
"C373356","16800"
"C102009","16800"
"C277195","16800"
"C288067","16800"
"C363986","16800"
"C585789","16800"
"C213591","16800"
"C134988","16800"
"C322620","16800"
"C106310","16800"
"C115232","16800"
"C108474","16800"
"C332317","16800"
"C132444","16800"
"C313522","16800"
"C203830","16800"
"C307905","16800"
"C302340","16800"
"C286667","16800"
"C150731","16800"
"C296119","16800"
"C464112","16800"
"C822959","16800"
"C200455","16800"
"C135099","16800"
"C181742","16800"
"C260751","16800"
"C684617","16800"
"C605353","16800"
"C193927","16800"
"C190542","16800"
"C954758","16800"
"C144595","16800"
"C396014","16800"
"C173074","16800"
"C190343","16800"
"C103765","16800"
"C306378","16800"
"C242779","16800"
"C246271","16800"
"C179943","16800"
"C320658","16800"
"C195825","16800"
"C123521","16800"
"C130333","16800"
"C218208","16800"
"C160450","16800"
"C820988","16800"
"C209262","16800"
"C218636","16800"
"C257036","16800"
"C143768","16800"
"C142446","16800"
"C163122","16800"
"C170535","16800"
"C256125","16800"
"C198894","16800"
"C387164","16800"
"C900822","16800"
"C874254","16800"
"C219882","16800"
"C681427","16800"
"C116247","16800"
"C119358","16800"
"C971963","16800"
"C317635","16800"
"C686944","16800"
"C128384","16800"
"C211556","16800"
"C509914","16800"
"C228668","16800"
"C647922","16800"
"C199995","16800"
"C280452","16800"
"C270308","16800"
"C241005","16800"
"C941752","16800"
"C167037","16800"
"C272065","16800"
"C393297","16800"
"C402056","16800"
"C219963","16800"
"C164557","16800"
"C972660","16800"
"C253879","16800"
"C202691","16800"
"C238638","16800"
"C996416","16800"
"C593461","16800"
"C202687","16800"
"C311790","16800"
"C263039","16800"
"C505233","16800"
"C295003","16800"
"C492330","16800"
"C318513","16800"
"C409582","16800"
"C253224","16800"
"C293301","16800"
"C168133","16800"
"C743075","16800"
"C120398","16800"
"C250318","16800"
"C173890","16800"
"C157970","16800"
"C330643","16800"
"C326527","16800"
"C711396","16800"
"C267890","16800"
"C169775","16800"
"C165988","16800"
"C789442","16800"
"C255910","16800"
"C100745","16800"
"C632283","16800"
"C190795","16800"
"C241527","16800"
"C299672","16800"
"C152943","16800"
"C231949","16800"
"C294993","16800"
"C302442","16800"
"C131723","16800"
"C263971","16800"
"C293793","16800"
"C300839","16800"
"C312794","16800"
"C255726","16800"
"C234559","16800"
"C218950","16800"
"C211585","16800"
"C237526","16800"
"C169850","16800"
"C151914","16800"
"C230944","16800"
"C197680","16800"
"C166250","16800"
"C161160","16800"
"C177200","16800"
"C192671","16800"
"C321995","16800"
"C130258","16800"
"C287678","16800"
"C338050","16800"
"C150674","16800"
"C321786","16800"
"C296085","16800"
"C330582","16800"
"C121086","16800"
"C206342","16800"
"C509643","16800"
"C109676","16800"
"C175690","16800"
"C242846","16800"
"C157436","16800"
"C539206","16800"
"C208186","16800"
"C306630","16800"
"C497679","16800"
"C410626","16800"
"C114488","16800"
"C221163","16800"
"C949569","16800"
"C349910","16800"
"C150068","16800"
"C187076","16800"
"C334008","16800"
"C136860","16800"
"C128223","16800"
"C249325","16800"
"C216453","16800"
"C330642","16800"
"C174973","16800"
"C309333","16800"
"C336390","16800"
"C160558","16800"
"C594312","16800"
"C299670","16800"
"C281533","16800"
"C196956","16800"
"C694268","16800"
"C269320","16800"
"C110620","16800"
"C327137","16800"
"C163194","16800"
"C249238","16800"
"C506925","16800"
"C133250","16800"
"C285276","16800"
"C334334","16800"
"C317720","16800"
"C132633","16800"
"C123452","16800"
"C116986","16800"
"C194640","16800"
"C310323","16800"
"C575177","16800"
"C163073","16800"
"C645053","16800"
"C293088","16800"
"C101996","16800"
"C226635","16800"
"C277369","16800"
"C168511","16800"
"C219713","16800"
"C271670","16800"
"C912443","16800"
"C781870","16800"
"C150877","16800"
"C114865","16800"
"C123172","16800"
"C264475","16800"
"C298596","16800"
"C325582","16800"
"C263733","16800"
"C142195","16800"
"C228859","16800"
"C433955","16800"
"C212041","16800"
"C150302","16800"
"C294191","16800"
"C280675","16800"
"C219207","16800"
"C800631","16800"
"C242594","16800"
"C434679","16800"
"C133868","16800"
"C300358","16800"
"C693772","16800"
"C497397","16800"
"C131095","16800"
"C215506","16800"
"C551340","16800"
"C143021","16800"
"C163191","16800"
"C117195","16800"
"C119791","16800"
"C333069","16800"
"C262549","16800"
"C544895","16800"
"C747391","16800"
"C206505","16800"
"C738885","16800"
"C300719","16800"
"C128975","16800"
"C205492","16800"
"C614501","16800"
"C325486","16800"
"C307010","16800"
"C249473","16800"
"C527266","16800"
"C314065","16800"
"C537395","16800"
"C132583","16800"
"C238062","16800"
"C166505","16800"
"C657430","16800"
"C318239","16800"
"C226736","16800"
"C433833","16800"
"C256398","16800"
"C897465","16800"
"C303557","16800"
"C304740","16800"
"C149443","16800"
"C532426","16800"
"C202670","16800"
"C115908","16800"
"C127460","16800"
"C279241","16800"
"C345828","16800"
"C252212","16800"
"C231060","16800"
"C323873","16800"
"C226674","16800"
"C224462","16800"
"C253910","16800"
"C837906","16800"
"C308496","16800"
"C194430","16800"
"C249993","16800"
"C231484","16800"
"C189397","16800"
"C297863","16800"
"C508982","16800"
"C283434","16800"
"C121699","16800"
"C135124","16800"
"C680475","16800"
"C193824","16800"
"C230536","16800"
"C295175","16800"
"C540953","16800"
"C273284","16800"
"C243552","16800"
"C156964","16800"
"C296690","16800"
"C299171","16800"
"C116695","16800"
"C974102","16800"
"C781938","16800"
"C215782","16800"
"C282836","16800"
"C132225","16800"
"C231821","16800"
"C121538","16800"
"C207573","16800"
"C208308","16800"
"C701427","16800"
"C183243","16800"
"C174349","16800"
"C176543","16800"
"C324971","16800"
"C292653","16800"
"C248599","16800"
"C313181","16800"
"C301035","16800"
"C294246","16800"
"C205349","16800"
"C334455","16800"
"C229469","16800"
"C318369","16800"
"C255498","16800"
"C328299","16800"
"C190247","16800"
"C660068","16800"
"C259996","16800"
"C274933","16800"
"C339505","16800"
"C637452","16800"
"C427594","16800"
"C168010","16800"
"C626042","16800"
"C224393","16800"
"C794750","16800"
"C389397","16800"
"C125138","16800"
"C887366","16800"
"C447217","16800"
"C628519","16800"
"C121856","16800"
"C182293","16800"
"C505217","16800"
"C331182","16800"
"C257481","16800"
"C147830","16800"
"C277214","16800"
"C215855","16800"
"C325304","16800"
"C289038","16800"
"C322021","16800"
"C555290","16800"
"C242798","16800"
"C219263","16800"
"C792897","16800"
"C315880","16800"
"C123284","16800"
"C129263","16800"
"C367402","16800"
"C799011","16800"
"C252869","16800"
"C235239","16800"
"C264453","16800"
"C558486","16800"
"C308897","16800"
"C970991","16800"
"C954143","16800"
"C329966","16800"
"C163285","16800"
"C862382","16800"
"C301451","16800"
"C226416","16800"
"C581730","16800"
"C285369","16800"
"C236991","16800"
"C165567","16800"
"C103035","16800"
"C170097","16800"
"C135085","16800"
"C159915","16800"
"C179377","16800"
"C526188","16800"
"C196944","16800"
"C271098","16800"
"C347605","16800"
"C110667","16800"
"C185542","16800"
"C169990","16800"
"C100545","16800"
"C259018","16800"
"C150002","16800"
"C740276","16800"
"C101041","16800"
"C208092","16800"
"C881481","16800"
"C334974","16800"
"C106435","16800"
"C175501","16800"
"C247694","16800"
"C249005","16800"
"C329273","16800"
"C301642","16800"
"C946237","16800"
"C333978","16800"
"C294719","16800"
"C620929","16800"
"C222472","16800"
"C160304","16800"
"C236173","16800"
"C137846","16800"
"C164222","16800"
"C275797","16800"
"C337892","16800"
"C262797","16800"
"C308978","16800"
"C146532","16800"
"C253335","16800"
"C314705","16800"
"C136018","16800"
"C777624","16800"
"C140834","16800"
"C437734","16800"
"C173568","16800"
"C272974","16800"
"C156903","16800"
"C692409","16800"
"C179383","16800"
"C205140","16800"
"C346885","16800"
"C911975","16800"
"C288811","16800"
"C162756","16800"
"C299010","16800"
"C335094","16800"
"C972028","16800"
"C124028","16800"
"C296473","16800"
"C277520","16800"
"C163206","16800"
"C124628","16800"
"C107930","16800"
"C172266","16800"
"C268559","16800"
"C178218","16800"
"C327200","16800"
"C292592","16800"
"C962080","16800"
"C309815","16800"
"C171393","16800"
"C241934","16800"
"C246190","16800"
"C282275","16800"
"C154941","16800"
"C250254","16800"
"C181126","16800"
"C233895","16800"
"C316204","16800"
"C271975","16800"
"C334106","16800"
"C127929","16800"
"C230816","16800"
"C441216","16800"
"C789646","16800"
"C278025","16800"
"C237482","16800"
"C135687","16800"
"C133516","16800"
"C107345","16800"
"C800227","16800"
"C194214","16800"
"C228908","16800"
"C334156","16800"
"C293977","16800"
"C124680","16800"
"C709824","16800"
"C147798","16800"
"C321620","16800"
"C138247","16800"
"C216897","16800"
"C479962","16800"
"C885441","16800"
"C118823","16800"
"C145348","16800"
"C723051","16800"
"C134444","16800"
"C330533","16800"
"C305717","16800"
"C159223","16800"
"C229088","16800"
"C185076","16800"
"C253913","16800"
"C324992","16800"
"C204769","16800"
"C226685","16800"
"C746549","16800"
"C247150","16800"
"C189285","16800"
"C321081","16800"
"C114738","16800"
